title,addressFull,total,city,completion,propertyType,propertyCompany,price,volumeRate,propertyCosts,parking,greeningRate,gfa,metro,bus,lat,lng,images,overview
绿城桂花城,长沙大道508号,2258户,长沙,2009-01,普通住宅,浙江绿城物业管理有限公司,9082元/平米,1.75,1.8元/月/平方米(电梯)1.5元/月/平方米（楼梯房）,1:1,45%,39258平方米,,121路、148路、156路、160路、701路、703路、802路,28.173777,113.044521,"[""http://pic1.ajkimg.com/display/279b9d4cc25f6e4d6ca01c0368db9bf3/200x200.jpg"",""http://pic1.ajkimg.com/display/acd443dee4139297ec38e8a746a9aef7/200x200.jpg"",""http://pic1.ajkimg.com/display/0f8716361642ecd1a2a7382b60584e5f/200x200.jpg"",""http://pic1.ajkimg.com/display/d1f1e582908814a6cb23e9937c11e06b/200x200.jpg""]",项目介绍:绿城桂花城位于长沙市雨花区体育新城附近，北靠长沙大道（原雨花大道），南临博进路，东接高岭路，西依汉城路，交通便捷，配套完善。 　　绿城桂花城由多层公寓、小高层公寓、高层公寓、大型会所、幼儿园及各类现代化生活服务设施组成，总占地约263亩，住宅建筑面积约23万平方米，是低楼层、低密度、低容积率、高绿化率的大型现代生活园区。 　　绿城桂花城绿城桂花城沿承绿城“桂花城”系列公寓产品的特点，采用江南围合式的布局方式，通过大规模的中心花园和组团规模绿地、宅间绿地和蜿蜒曲折的水系，营造具有两级布置规划体系的江南小镇意象。 　　绿城桂花城秉承了绿城集团“以人为本”的开发理念和浓郁的人文主义理想，建筑整体典雅大气，细部层次十分丰富，环境营造追崇意境，温馨秀丽的家园氛围散发出绿城产品蕴含的独特人文气质。 　　园林风格:欧洲古典 　　园林景观:城 桂花城沿承绿城“桂花城”系列公寓产品的特点，采用江南围合式的布局方式，通过大规模的中心花园和组团规模绿地、宅间绿地和蜿蜒曲折的水系，营造具有两级布置规划体系的江南小镇意象。
银港水晶城,万家丽大道北段,2157户,长沙,2007-07,普通住宅,湖南亚华物业管理有限公司,7595元/平米,3.020,1.2元/平方米·月,地下车位905,41.020%,403903.73平方米,地铁2号线,112.915.122.501.147.143.,28.20946,113.039025,"[""http://pic1.ajkimg.com/display/82882cc60b8c3853ed89c7538d102bc4/200x200.jpg"",""http://pic1.ajkimg.com/display/305068f138ed10630ddffa1ed55c8c1d/200x200.jpg"",""http://pic1.ajkimg.com/display/ce2bbe0019b2f0e1e1cf28f896e5b510/200x200.jpg"",""http://pic1.ajkimg.com/display/3563f8dcb9a99a9c851ceaccf0a288ca/200x200.jpg""]",银港水晶城位于万家丽大道北段，AB区北邻古汉路，CD区南邻马王堆汽配城，凌霄路贯穿其中，东邻嘉雨路。十大“人气宜居小区”承王者之风范，依风景而悠然，将是一个高尚生态智能化小区。 小区力求塑造新世纪城市住宅的新风格，引入现代设计理念，融入人的生活需求，采用明快的色彩简洁造型。人性化的细部处理缔造一个温馨浪漫轻快的人居环境。是长沙市十大宜居楼盘之一。 小区周边配套已经逐步完善，C区楼下就是大型的购物广场--好润家购物广场，周边学校、医院、银行、酒店、健身房、KTV、KFC等一应俱全。
中南汽车世界小区,卫星路137号,10186户,长沙,2004-02,普通住宅,长沙博达物业管理有限,4283元/平米,3.6,0.5元/平方米/月,3600,26.84%,2000000平方米,,101 136 158,28.246024224285,113.06848028711,"[""http://pic1.ajkimg.com/display/a53307ec54392fca94d05fb79a4aa5a9/200x200.jpg"",""http://pic1.ajkimg.com/display/dcc8f180e28cd42adf4859817ee74f34/200x200.jpg"",""http://pic1.ajkimg.com/display/86c0ef358d520fc91246fd89c27bcde5/200x200.jpg"",""http://pic1.ajkimg.com/display/43dba03f3faaa0d57e7fdbe454c9815d/200x200.jpg""]","2003年3月，新项目""中南汽车世界""正式启动，它位于长沙新城区内319国道与京珠高速交汇处，总用地面积3000亩，总建筑面积200万平方米，总投资28亿人民币。该地块东倚国家级长沙经济技术开发区；南临一汽大众等大型汽车销售中心；西接湖南金鹰文化城；北靠美林小镇、高尔夫球场。具有独特的交通优势、文化优势、产业优势、环境优势、政策优势和升值优势。中南汽车世界建成后将成为立足湖南、辐射中南、面向全国的汽车及汽配产品集散中心，预计年销售汽车3万台，交易额48亿元人民币以上。中南汽车世界由汽车及配件贸易、汽车综合服务、汽车文化和会展、生活休闲、数码物流五大园区组成，具有汽车贸易、汽车展示、汽车综合服务、汽车文化博览、汽车修理、美容护理、数码物流、电子商务及办公、生活设施配���、旅游休闲十项功能。中南汽车世界秉承""贴近市场、以人为本、真诚合作、共创双赢""的经营宗旨，并努力营造""消费一站式、服务一条龙""的经营特色，使之成为引领汽车消费潮流、展示当代汽车文化的前沿和窗口，成为广大消费者赏车、购车的理想场所。"
藏珑湖上国际社区,洪山路188号,3774户,长沙,2009-01,"普通住宅,别墅",双瑞物业管理公司,9122元/平米,1.49,1.80元/平方米·月,3774,40%,872708平方米,,公交车：乘坐132、136、501、503、808在山月路口站下；701、704、915、158等车在月湖公园站下往西北200米左右可到达,28.243117,113.048886,"[""http://pic1.ajkimg.com/display/bc4a7cc160698d7efe1574c637fc0eba/200x200.jpg"",""http://pic1.ajkimg.com/display/3fa45e986d6a5145ebcdf765fa8f4a72/200x200.jpg"",""http://pic1.ajkimg.com/display/9dd63ef53284e08c2fbe471917e5fe15/200x200.jpg"",""http://pic1.ajkimg.com/display/e8952223d025099d7f3b1578bf69fbc6/200x200.jpg""]",“藏珑湖上国际社区”是长沙双瑞房地产开发有限公司进驻湖南的第一个多业态房地产开发项目。项目位于长沙市开福区，紧邻国家级长沙经济技术开发区，东临火星大道，靠近长沙世界之窗和湖南广电中心，北临工程兵大道，与长沙大学对望，西南与月湖公园融为一体，连接浏阳河风光带，南有319国道城区段与城市主干道相连。项目区域交通便捷，区位优势明显，自然环境优越，将成为集文化、教育、高科技、商贸、居住一体化的综合性区域。 　　项目总占地面积约1500亩，首期开发的第一地块占地面积约500亩，总用地面积约307300平方米，总建筑面积约460160平方米。项目定位为中高档生态住宅，建设内容主要包括独栋别墅、双拼别墅、花园洋房、高层住宅、商务楼，会所、星级酒店以及与之配套的综合***设施（停车场库、社区物业管理用房等），金融商业（邮政储蓄、商场、超市等），文化娱乐，社会服务（幼儿园），市政公用设施等，其中一期以带电梯高层、花园洋房为主和部分独栋别墅和联排别墅。 　　项目位于长沙市五大战略招商投资项目之一，长沙市十大重点工程之一的月湖公园里。是改善从长沙黄花机场和319国道进入长沙市区沿线景观的形象工程，项目建设结合月湖公园建设成为开发式、标志性的新型城市景观，在长沙市“拓南兴北”的规划中具有重要的战略意义。 　　园林风格:中式 　　园林景观:构筑人文和自然生态、人与自然、公园与周边环境（建筑）的和谐共生，本着“月”的轴心主题，博引古今深厚的中华月文化意境，取山水之灵气，占门户之风水，在主题定位上紧扣该区域城市功能的主旋律，突出生态休闲，弘扬湖湘文化，彰显时代精神。
卓越蔚蓝海岸,含光路660号,919户,长沙,2011-12,别墅,卓越物业管理公司,8076元/平米,1.6,洋房1.6元/㎡月 别墅1.8元/㎡ 月,18000,36%,2190000平方米,规划中,906 301区间线 913,28.242572102874,112.93523547952,"[""http://pic1.ajkimg.com/display/1ef663fc8354676e391532f281382921/200x200.jpg"",""http://pic1.ajkimg.com/display/493223b45fe42d21b7ee268ae47808a3/200x200.jpg"",""http://pic1.ajkimg.com/display/15f825b633cd0844d4df3503969f2617/200x200.jpg"",""http://pic1.ajkimg.com/display/25e7034b20031f0947d473986a1fddd7/200x200.jpg""]",卓越蔚蓝海岸充分利用本身赋予的有利生态条件及景观要素，尤其是充分挖掘坡谷地题材及沿线绿林的自然资源，通过设计的整合，创造独特的具有“生态溪谷生活”特色的优雅居住环境。 　　项目地理位置在未来城市发展的最佳区域，处于市**和区**左右，是离市中心最近的坡地居所，秉承岳麓山的人文底蕴，同时也是最富政治和经济底蕴的地方。随着城市经济的迅速发、城市空间的纵横拓展和人们生活需求的提升，使其成为湖南新贵的未来生活坐标。因此我们在设计中更多地考虑了公共开放，城市共享，有利于从促进项目周边的人气提升。 　　项目展现的将是一个既富有地中海风情又独具新都市主义特色的大型人文社区，同时也是一个新城市中心低密度高绿化的景观交流社区。整体建筑为新古典主义风格，典雅大气，尊贵精致。建筑立面以暖色调为主：米白、米黄、咖啡、赭红……立面线条丰富流畅，细部精湛。 　　项目产品主要以退台式叠景洋房为主，点缀部分独具风格的—坡谷TH和半山TH，以及一些小高层，整个小区依地形脉络而建，营造亲地、保持山势地貌的溪谷花园山城的气氛。户型以132-155平方米的三房为主，TOWNHOUSE面积在200-300平方米之间。
家馨园小区,,,长沙,,,,3630元/平米,,,,,,,,0,0,[],
博林金谷,新姚路399号,3488户,长沙,2011-06,普通住宅,深圳中航物业管理公司,7458元/平米,2.49,1.50元/平方米·月,951,47%,606578平方米,地铁一号线铁道学院站50米,105路、134路、701路、915路140路等,28.141994,112.991182,"[""http://pic1.ajkimg.com/display/cc141d8da6a894f9abb51cdaff826f9d/200x200.jpg"",""http://pic1.ajkimg.com/display/b668bc24bbe85bee9d799d640076a73e/200x200.jpg"",""http://pic1.ajkimg.com/display/68b289d37ddb062bc866ce8807730875/200x200.jpg"",""http://pic1.ajkimg.com/display/86341812001cb640d8174edd86bae2bd/200x200.jpg""]",博林[1]金谷紧邻城市主干道芙蓉路，位于南二环浦沅立交桥段，踞1号线地铁口，是中心城区与南城区重要的交界地带，**三市融城大手笔蓝图中最重要之板块，鳌占南城繁华首站，距侯家塘商圈仅5分钟车距，距东塘商圈仅7分钟车距，15分钟就能直达火车站，万象交通，全城繁华便捷畅享，凸显无限区域价值前景。 　　项目位于长沙南城新城与旧城交界，湖南省**板块，小区占地348.58亩，总建筑面积近50万平方米，总户树约3500户，小区绿化率40%以上，容积率2.5，是真正的花园式低容积率坡地住宅，项目由���家一级建筑设计师与德国知名大师设计，在原生态山坡，谷地，森林中穿梭德国后现代主义建筑，在简明快中突出独具匠心的协调之美，小区配套有幼儿园会所，游泳池等多种配套设施，是长沙首席德国舒适示范社区。整个小区交通便利，出则繁华，入则幽静。由11—26层不等的小高层、高层公寓、大型会所、幼儿园、游泳池及各类现代化生活配套设施组成，建筑物错落有致地种植在原生态山和谷之间，是一个超大型现代生活社区。 　　博林金谷私享的这片40000平米原生城市山林，拥有雄浑的南山、雅秀的香山、静绵的孤山……三山四谷中，九头古樟树、山茶树、马尾松等树木苍劲生长，数千种绿色植物在此呼吸吐纳，构筑大型天然氧吧，千米环翠溪绕城流淌，演绎山林与水的缠绵情趣。不可复制、不可再生的天赋美地，错过将一生遗憾。 　　博林金谷整个占地分三块，科学规划商场、酒店式公寓及高层，建筑群呈围合式拥抱原生山林，德国知名规划大师皮特·鲁格与国内设计大师联手，德式包豪斯精艺建筑设计完美，每户朝向，均以阳光和山风为参照，每一栋建筑均与自然绝美融合。社区内泳池、会所、幼儿园、小学等配套齐整；举步之外，天虹百货引领下一站城市成熟商圈。铁道学院、明德中学等学府林立，书香墨染；周边多家银行网点分布，构筑便捷商务。 　　三期规划用地面积约58亩，建筑面积近10万平米，容纳近2000人的优质生活。是继一期、二期尖端品质之上的跃级产品，延续前期德式包豪斯风格，简洁明快的线条与大面积玻璃对比，表现出精工建筑气质。内有近6000平米的高端幼儿园，引进中央热水系统、中央空调等高端五星级配置，将打造出长沙顶尖的城市门第居境。三期超越而来，规划户数仅605席，稀贵藏品，值得珍藏。
上海城（一至三期）,韶山南路633号,3749户,长沙,2010-01,普通住宅,中海物业管理有限公司(顾问公司),7531元/平米,2.98,1.50元/平方米·月,654,40%,505964.563平方米,,7、103、107、123、152、502、602、801、802路公交车,28.137229,113.012121,"[""http://pic1.ajkimg.com/display/c7d4bd29a7e79541830104ec72324e0f/200x200.jpg"",""http://pic1.ajkimg.com/display/4205b641b7ead22d75d16d7254eec9ac/200x200.jpg"",""http://pic1.ajkimg.com/display/9bd3acdca3852635e1a2dd938b22b81a/200x200.jpg"",""http://pic1.ajkimg.com/display/1ffd5f460b6d7496ce45d1a00e582fe1/200x200.jpg""]","上海城的背后 完善的生活配套紧靠韶山南路的上海城，其地块本身就是一个成熟的住宅区域，数个居民区，交通职院、林科院等科教单位，红星各类大市场、井湾子家具城、中心医院等在该地块所产生的原有生活市政配套就非常完善。加上上海城本身规划的大型商业面积、小学幼儿园、会所等配套设施，为居住者提供更称心的生活服务。此外，韶山南路的拓建更为上海城带来巨大商机，如新一佳的进驻；同时更为居住者往返市区、株潭等地带来无限便利。 超前的整体规划上海城在进行住宅选型上，为获得最佳的居住效果，第一期18栋容积率仅有1.94，采用一梯两户纯板式的电梯小高层格局，小高层以11层为主，20种户型由2房至4房，充分满足了未来生活的需求。为了提高业主的生活质量，创造更高层次的生活理念，规划中保留原有地块上的树木，建筑物采用让树的错体排列自由布局，30-40米以上的栋距，加上项目选址高于韶山路1.8-8.6米，配合住宅的选型，上海城不但满足了居住者对私密性的要求和更多活动空间，同时让居住者均有从不同角度欣赏园林景观和享受绿化，真正领悟""环境+运动=健康""的开发理念。 合理的户型结构上海城的户型充分考虑居住者的使用需求和心理需求，每个户型客厅开间均设计在4.2-4.5米，卧室开间设计在3.6-3.9米，视觉空间显宽敞舒适，加上9米-10米的进深，充分保障室内的通风和采光，适应了长沙独特的气候。客厅与卧室的南置，厨房，餐厅，卫生间的北置，体现出人性化和舒适方便的起居环境。餐厅与客厅相邻，但又自然分离，形成相对独立的空间及和谐的联系，保证更合理的使用空间。每户均设有南北双阳台、南面景观阳台(4.2*1.8米)大气宽敞，北面生活阳台(2.8*1.2米)小巧精致，让居住者得到更多的户外景观及功能空间，标准的3米层高，使居住空间毫无压抑的感觉。主卧均设计大面积的八角凸窗，全明空间，最大限度的将室外风光接引入户。86%的得房率，使消费者有更多的使用空间。 公园化的环境设计上海城带着""尊重自然，保护环境，给居者一个绿色、自然、生态、健康""的居所理念，保留地块原有的几百株原生态大树，尽量减少人工对土地原植被的破坏，使居住者得到健康的鲜氧空间。园林设计方面，上海城邀请了澳大利亚怡景师(HASSELL)担纲景观设计，在纯自然背景下，怡景师强调是环境与人的和谐性，在处理小区环境、道路系统和每栋建筑物上，集中绿地和渗透型绿地的组合，弧面状的水景设计，一次环线组织���交通体系，全北侧"
滨江君悦香邸,伍家岭路19号,2200户,长沙,2008-12,普通住宅,长沙德雅物业管理有限公司,7323元/平米,3.4,1.65元/平方米/月,500,40.50%,530000.00平方米,,9、116、115、402、406、119、149、159、801、112、106,28.2364028413,112.99209959491,"[""http://pic1.ajkimg.com/display/7e43a0b55f0dbaae9510bc4fa47acf21/200x200.jpg"",""http://pic1.ajkimg.com/display/38f4a43af4af9f2bba93f5c88bc2fdc0/200x200.jpg"",""http://pic1.ajkimg.com/display/0f6dac9e9fdd943785f785c9ba5ac5d4/200x200.jpg"",""http://pic1.ajkimg.com/display/8a75358a285ffe4abb3267e663c7bcbc/200x200.jpg""]",滨江君悦香邸坐落于长沙市**重点扶持开发的新河三角洲，西邻湘江，北抵浏阳河，毗邻城市中轴芙蓉路。以“两馆一厅”(市博物馆、图书馆、音乐厅)独特的人文格局，集居住、文化、商业和休闲于一体，环境优越，配套齐全，升值潜力巨大。 　　开发公司长沙雄屹工贸有限公司本着“以人为本，注重细节，追求品质”的理念，在建筑方面采取节能、环保、科技、多维绿化空间于一体的现代住宅开发模式，结合长沙的气候与地理条件���引入第五代板式住宅设计，结合“空中廊院”“入户花园”等设计元素，既保证了楼距的开阔、各住宅日照、通风的效果，同时保证了外立面的峻朗、挺拔与时尚。
美联天骄城,万家里路上河广场对面,6000户,长沙,2010-01,普通住宅,长沙市中信美联物业管理公司,7131元/平米,2.19,1.5元/平方米/月,5000,41.6%,910000平方米,地铁2号线。3号线,122、127、156、603、701、703、802、912、168到芙蓉区政府下车即可,28.181529104404,113.037609598,"[""http://pic1.ajkimg.com/display/3910816772d76382735d0f5e62da2793/200x200.jpg"",""http://pic1.ajkimg.com/display/e7dd4146f9b2f5fbebbab6911ccf98d2/200x200.jpg"",""http://pic1.ajkimg.com/display/87e953263eb1d20475aee18db743cce4/200x200.jpg""]",美联天骄城[1]﻿，位于长沙市雨花区高桥乡高桥村（火星大道旁），项目以住宅为主商业为辅。项目由国际著名建筑机构DBI建筑设计院担纲规划设计，由国际著名园林大师吴肇钊教授亲笔擘画。项目设计理念清新、和谐，与自然相融，注重人文关怀与相互尊重。着重体现了人与人，人与自然，人与社会的和谐共生！ 　　项目分八个组团，四期工程完工。各个组团分别融入不同的设计风格和园林风情。如美国风情、法国风情、西班牙风情、意大利风情等。项目配套设施齐备，商业街及中央四大会所集中了文化、休闲、娱乐、购物等四大功能。社区内设幼儿园两所及市级重点小学一所。项目坐拥芙蓉区**、雨花区**、高桥大市场、马王堆建材城、万家丽广场之优势。 　　美联天骄城占地56亩，规划总面积91万平方米。其中，住宅面积76万平方米，商业面积12万平方米，社区服务面积1万平方米，幼儿园0.5万平方米，小学0.5万平方米，地下车库15万平方米，停车位约5000个，总户数6000余套。项目以多层及小高层为主，多种户型产品，室内动静分区、南北通风、户户有景，面积从40平米-200平米，以多种面积大小的二房二厅及三房二厅卫主力户型，还提供其他多种户型供客户选择，户室方正，室内布局紧凑。设有24个班级，拥有专业的师资力量；建设有四大特色会所：商务会所、休闲会所、健身会所、娱乐会所，使居住者享有一个浓郁高尚社区的文化氛围。
世景华庭,万家丽北路安全技术职业学院东侧,1369户,长沙,2010-12,普通住宅,长沙金房子物业管理有限公司,4942元/平米,3.7,1.00元/平方米·月,地下730个，地上288个,40.5%,185209平方米,暂无地铁,可搭乘808路到洪西村下车向南步行300米即可； 704路、915路到月湖公园下车向北步行700。,28.276553,113.067427,"[""http://pic1.ajkimg.com/display/750e3d785ae5e9a8fff52dcd6b715520/200x200.jpg"",""http://pic1.ajkimg.com/display/6aec4e2e4ae0bc9ed5509d938f8c56fa/200x200.jpg"",""http://pic1.ajkimg.com/display/cccf7a427c902402d45a18d3e772af48/200x200.jpg""]",项目总用地面积62755平方米，总建筑面积185209平方米。小区由8栋小高层和2栋高层单位构成，分三期开发。其中一期为4栋小高层，90平方米左右的两房和120-130平方米的三房构成，南北对流，方正实用，通风采光良好，部分户型有入户花园设计。 　　项目园林绿化采用独具一格的巴厘岛风情园林，强调风格的新鲜感和视觉的冲击力，构筑轻松惬意的社区环境。从入门口开始，依次串连棕榈大道、叠水廊架、逾万平方米中心景观广场、休闲沙龙等。散发闲逸气息的沙滩椅、遮阳伞、风情木亭、沙滩娱乐园，让你与水尽情亲密接触。 　　在园林设计上，特别增加了带有神秘色彩的木雕、石雕等文化符号，并注重在植物配置上色彩与层次的丰富，以生态绿地与植物为主体、尽量保持原始于古朴的风貌，避免人工的矫饰痕迹。同时项目将部分建筑之首层架空，营建各种绿色休闲空间。
时代倾城一期,,,长沙,,,,5768元/平米,,,,,,,,0,0,[],
景悦祥苑,,,长沙,,,,2885元/平米,,,,,,,,0,0,[],
中信新城,中意二路168号,1974户,长沙,2008-06,普通住宅,湖南省中信物业管理有限公司,6236元/平米,2,1.60元/平方米·月,800,43%,1600000平方米,地铁1号线，地铁2号线,140,28.078947,112.994846,"[""http://pic1.ajkimg.com/display/c196036ea77412be342c454a9b66270e/200x200.jpg"",""http://pic1.ajkimg.com/display/a615b238e060dc42aae50dddf3e20ce4/200x200.jpg"",""http://pic1.ajkimg.com/display/263bca990e785d4fa896b17c31035c64/200x200.jpg"",""http://pic1.ajkimg.com/display/0e06f727aad4670d54da019b8414ad1f/200x200.jpg""]",中信新城，踞处芙蓉南路与中意路（原韶山南路）的交汇处，融城中央焦点地位得天独厚。项目以160万㎡总占地、225万㎡总规模、60亿总投资的大手笔打造一个在国内前所未见的精粹型国际都会，以世界级城市体系标准，规划了城市广场商业区、文化广场娱乐区、主题公园休闲区、酒店度假区、数码港商务区、低密度情景住区、原生别墅区等7大版图，集合购物、旅游、文化、休闲、娱乐、酒店、餐饮、总部经济、高尚居住等9大形态，成就了一个无可取代的城市新中心，是长株潭[两型社会]建设迈出的第一步，起到示范全国城市发展的历史意义。七大城市功能，一个城市新中心���市广场商业区：新特区CBD国际超级购物中心10万㎡的总规模，集超大型购物中心、风情步行商业区、国际商务写字楼、城市花园住宅于一体，都市精彩荟萃，是中国中部的购物天堂。主题公园休闲区：新特区CBD中央公园13万㎡绿意，绽放于中信新城繁华之中，服务三城市民。文化广场娱乐区：中南最高档次的文化娱乐不夜城6㎡中信文化广场，汇聚了KTV、演艺中心、酒吧一条街、剧院等多元化娱乐休闲设施，娱乐湘军的最佳平台。数码港商务区：高科技总部基地全球500强中国中部首选战略要地，别墅级办公环境，为企业度身订造完全符合企业要求的独栋写字楼。酒店度假区：国际五星城市度假酒店6万㎡奢华的空间，让尊贵的宾客在城市中享受度假的自然写意，在度假中享受城市的繁华与便捷。低密度情景住区：都市中央山水美宅在尊重地形与原生态的前提下，实现低密度人居，创造城市中心不可能的大空间享受。原生态别墅区：半山坡地生态别墅依山傍山，藏风聚气，于原生态环境中，在全球化的时代背景下再现“天人合一”的东方人居智慧。
华盛世纪新城,湘府东路与韶山路交汇处,4408户,长沙,2010-02,普通住宅,湘城物业,5875元/平米,3.1,1.5,380,40.1%,522942.125平方米,,7.123.103等红星国际会展中心站下车，沿湘府东路东行,28.121025,113.027539,"[""http://pic1.ajkimg.com/display/e29c01234b23eae76a0375745d9cc477/200x200.jpg"",""http://pic1.ajkimg.com/display/802576370958303b31007ab564f8b485/200x200.jpg"",""http://pic1.ajkimg.com/display/c5eecd57f2e6ef6250934c3fe619f352/200x200.jpg"",""http://pic1.ajkimg.com/display/967c4cab9e9554b78e26c954b736035b/200x200.jpg""]","""华盛世纪新城""地处长沙市雨花区湘府路以北，西与洞井路与长沙市主干道韶山南路相望；东约250米接圭塘河，沿河岸约1.4公里，隔河与主干道万家丽路相望；南隔湘府路及圭塘河与天际岭国家森林公园相望；北接建设中的汽车配件市场。　　""华盛世纪新城""定位于以住宅为主体，包括商业物业、写字楼及酒店等物业形态，配套完善、运用节能、环保等新技术打造的高档精品居住区。作为新南城板块的核心项目，我们旨在打造属于长沙的大型高档人文社区，独自引领东南版块，形成城市标杆项目，并通过规划设计、建筑单体设计、园林景观设计、教育、配套、生态、文化等资源的有机组合充分地表现出来。小区对���就是红星蔬菜市场，西南方就是华润世家超市！通城商业广场！步步高超市！美凯龙建材市场！购物、逛街，娱乐，一切尽在其中！"
